"apt_nm","sgg_cd","umd_cd","land_cd","bonbun","bubun","road_nm","road_nm_sgg_cd","road_nm_cd","road_nm_seq","road_nmb_cd","road_nm_bonbun","road_nm_bubun","umd_nm","jibun","exclu_use_ar","deal_year","deal_month","deal_day","deal_amount","floor","build_year","apt_seq","cdeal_type","cdeal_day","dealing_gbn","estate_agent_sgg_nm","rgst_date","apt_dong","sler_gbn","buyer_gbn","land_leasehold_gbn"
삼성,"30140","11300","1","0175","0001",계룡로,"30140","3010024","03","0","00852","00000",,"175-1","84.78","2024","12","14","41,000","15","1986","30140-35",O,"24.12.24",중개거래,대전 중구, , ,,개인,N
주공2,"30140","11600","1","0775","0000",산성로,"30140","3165021","01","0","00108","00024",,"775","49.77","2024","12","7","14,850","8","1994","30140-64", , ,중개거래,대전 중구,"25.01.09","208",,개인,N
선화동세울더레스트3차,"30140","10200","1","0147","0002",대종로,"30140","3010004","00","0","00587","00000",,"147-2","49.71","2024","12","12","20,000","10","2023","30140-1273", , ,직거래, ,"24.12.13", ,,법인,N
버드내1,"30140","11400","1","0422","0007",태평로,"30140","3165041","01","0","00015","00000",,"422-7","101.73","2024","12","12","41,400","19","2000","30140-36", , ,중개거래,"대전 서구, 대전 중구", , ,,개인,N
현대,"30140","10400","1","0016","0001",목중로26번길,"30140","4295279","01","0","00029","00000",,"16-1","52.38","2024","12","2","14,100","1","1987","30140-14", , ,중개거래,대전 중구, , ,,개인,N
현대,"30140","10400","1","0016","0001",목중로26번길,"30140","4295279","01","0","00029","00000",,"16-1","79.27","2024","12","2","19,800","1","1987","30140-14", , ,중개거래,대전 중구, , ,,개인,N
목동더샵리슈빌,"30140","10300","1","0372","0000",선화서로,"30140","3165023","00",,"00115","00000",,"372","59.9909","2024","12","4","48,800","26","2022","30140-1252", , ,중개거래,대전 중구,"24.12.30","105",,개인,N
목동더샵리슈빌,"30140","10300","1","0372","0000",선화서로,"30140","3165023","00",,"00115","00000",,"372","84.9918","2024","12","12","60,000","8","2022","30140-1252", , ,중개거래,"대전 유성구, 대전 중구", , ,,개인,N
버드내1,"30140","11400","1","0422","0007",태평로,"30140","3165041","01","0","00015","00000",,"422-7","101.73","2024","12","7","42,000","15","2000","30140-36", , ,중개거래,대전 중구, , ,,개인,N
대상그린나래,"30140","11800","1","0395","0001",대둔산로,"30140","3000093","00",,"00314","00000",,"395-1","83.574","2024","12","7","30,000","8","2022","30140-1253", , ,직거래, , , ,,법인,N
하나,"30140","11500","1","0319","0001",태평로44번길,"30140","4295618","01","0","00053","00000",,"319-1","59.99","2024","12","10","17,800","15","1997","30140-55", , ,중개거래,대전 중구, , ,,개인,N
목동더샵리슈빌,"30140","10300","1","0372","0000",선화서로,"30140","3165023","00",,"00115","00000",,"372","84.9816","2024","12","4","59,000","1","2022","30140-1252", , ,중개거래,대전 중구, , ,,개인,N
주공3,"30140","11600","1","0757","0000",산성로,"30140","3165021","01","0","00108","00023",,"757","39.87","2024","12","7","9,400","4","1994","30140-65", , ,중개거래,대전 중구,"24.12.20","307",,개인,N
금호한사랑,"30140","10300","1","0111","0012",동서대로,"30140","2010003","02","0","01388","00000",,"111-12","84.93","2024","12","6","31,000","9","2001","30140-6", , ,중개거래,"대전 유성구, 대전 중구", , ,,개인,N
삼부3,"30140","11400","1","0403","0001",태평로,"30140","3165041","01","0","00065","00000",,"403-1","111.57","2024","12","6","28,000","10","1985","30140-40", , ,중개거래,대전 중구, , ,,개인,N
유천현대아파트,"30140","11500","1","0010","0000",계백로1615번길,"30140","4295043","01","0","00034","00000",,"10","129.73","2024","12","2","36,000","5","1990","30140-56", , ,직거래, ,"24.12.06","115",,개인,N
유등마을쌍용아파트,"30140","11400","1","0253","0001",수침로,"30140","3165028","01","0","00138","00000",,"253-1","59.92","2024","12","3","26,500","17","2000","30140-46", , ,중개거래,대전 중구,"25.01.07","106",,법인,N
부사한솔,"30140","11100","1","0423","0007",부용로,"30140","3165017","01","0","00055","00000",,"423-7","49.8","2024","12","4","3,500","1","1994","30140-28", , ,직거래, ,"24.12.05","103",,개인,N
푸르내,"30140","10500","1","0103","0002",대전천서로,"30140","3165007","04","0","00401","00000",,"103-2","84.9327","2024","12","5","24,000","12","2008","30140-1049", , ,중개거래,대전 중구, , ,,개인,N
금호한사랑,"30140","10300","1","0111","0012",동서대로,"30140","2010003","02","0","01388","00000",,"111-12","59.76","2024","12","4","25,000","8","2001","30140-6", , ,중개거래,대전 중구, , ,,개인,N
목동더샵리슈빌,"30140","10300","1","0372","0000",선화서로,"30140","3165023","00",,"00115","00000",,"372","84.9816","2024","12","4","59,000","4","2022","30140-1252", , ,중개거래,대전 중구, , ,,개인,N
선호,"30140","10200","1","0152","0001",대종로,"30140","3010004","02","0","00583","00000",,"152-1","35.0096","2024","12","4","8,350","5","2001","30140-82", , ,중개거래,대전 중구,"24.12.11","101",,개인,N
은혜,"30140","10600","1","0123","0023",대종로334번길,"30140","4295147","01","0","00040","00000",,"123-23","52.41","2024","12","2","8,000","4","1988","30140-17", , ,중개거래,대전 중구,"24.12.27", ,,개인,N
리쥬파크,"30140","11300","1","0189","0012",오류로,"30140","3165031","01","0","00092","00000",,"189-12","18.8308","2024","12","2","4,750","7","2011","30140-1077", , ,중개거래,대전 중구,"24.12.05", ,,개인,N
반석마을6단지(삼부르네상스2단지),"30200","13900","1","0613","0000",반석서로,"30200","3167027","02","0","00098","00000",,"613","84.764","2024","12","11","31,500","13","2005","30200-99", , ,직거래, , , ,,개인,N
천용아이빌,"30200","11700","1","0284","0002",유성대로730번길,"30200","4301353","01","0","00078","00000",,"284-2","39.68","2024","12","24","25,000","10","2003","30200-71", , ,직거래, , , ,,개인,N
네오미아,"30200","11300","1","0524","0000",덕명로,"30200","3342038","02","0","00026","00000",,"524","127.7","2024","12","23","52,000","9","2010","30200-559", , ,중개거래,대전 유성구, , ,,개인,N
대전아이파크시티2단지,"30200","11500","1","0580","0000",상대복용로29번길,"30200","4860038","01",,"00051","00000",,"580","104.9571","2024","12","27","120,000","12","2021","30200-727", , ,중개거래,대전 유성구, , ,,개인,N
드리미아,"30200","11100","1","0612","0002",문화원로,"30200","3167023","01","0","00080","00000",,"612-2","19.193","2024","12","27","6,150","15","2012","30200-596", , ,중개거래,대전 유성구, , ,,개인,N
신우한아름,"30200","10100","1","0357","0000",진잠로42번길,"30200","4301423","01","0","00030","00000",,"357","60","2024","12","16","17,000","2","1998","30200-41", , ,직거래, , , ,,개인,N
샘물타운,"30200","10100","1","0394","0000",원내로,"30200","3167055","01","0","00052","00000",,"394","99.39","2024","12","30","28,000","14","1996","30200-40", , ,중개거래,대전 유성구, , ,,개인,N
열매마을8단지(계룡새미래),"30200","11900","1","0520","0001",은구비남로,"30200","3167057","01","0","00034","00000",,"520-1","129.772","2024","12","27","85,000","11","2001","30200-6", , ,중개거래,대전 유성구, , ,,개인,N
죽동대원칸타빌,"30200","12100","1","0683","0000",죽동로,"30200","3350374","00","0","00039","00000",,"683","74.883","2024","12","30","57,000","23","2017","30200-681", , ,중개거래,대전 유성구, , ,,개인,N
대전아이파크시티2단지,"30200","11500","1","0580","0000",상대복용로29번길,"30200","4860038","01",,"00051","00000",,"580","84.8389","2024","12","24","89,000","15","2021","30200-727", , ,중개거래,"대전 서구, 대전 유성구", , ,,법인,N
송강그린,"30200","14700","1","0199","0000",구즉로,"30200","3167012","02","0","00025","00000",,"199","59.914","2024","12","28","20,500","13","1996","30200-30", , ,중개거래,"대전 유성구, 세종", , ,,개인,N
하늘바람휴먼시아,"30200","14500","1","0295","0000",와룡로136번길,"30200","4301289","01","0","00015","00000",,"295","84.18","2024","12","24","30,000","9","2009","30200-553", , ,중개거래,대전 유성구, , ,,개인,N
대전노은4지구한화꿈에그린2블록,"30200","12000","1","1093","0000",지족북로,"30200","3167104","01","0","00060","00000",,"1093","84.783","2024","12","26","48,500","16","2014","30200-619", , ,중개거래,대전 유성구, , ,,개인,N
하늘바람휴먼시아,"30200","14500","1","0295","0000",와룡로136번길,"30200","4301289","01","0","00015","00000",,"295","84.36","2024","12","30","30,500","10","2009","30200-553", , ,중개거래,대전 유성구, , ,,개인,N
SK허브,"30200","12000","1","0894","0005",은구비남로,"30200","3167057","02","0","00013","00000",,"894-5","84.65","2024","12","18","35,000","11","2006","30200-475", , ,중개거래,대전 유성구, , ,,개인,N
계룡리슈빌(학의뜰),"30200","10600","1","0749","0000",학하로,"30200","3342039","02","0","00033","00000",,"749","128.541","2024","12","17","61,500","2","2011","30200-577", , ,중개거래,대전 유성구, , ,,개인,N
도안6단지 센트럴시티,"30200","11100","1","1036","0000",봉명로,"30200","3342027","01","0","00093","00000",,"1036","84.78","2024","12","31","64,900","18","2010","30200-565", , ,중개거래,대전 유성구, , ,,개인,N
한솔아파트,"30200","14700","1","0200","0001",송강로,"30200","3167036","01","0","00015","00000",,"200-1","58.74","2024","12","14","13,800","10","1995","30200-34", , ,중개거래,대전 유성구, , ,,개인,N
한마을,"30200","14700","1","0200","0004",구즉로,"30200","3167012","02","0","00016","00000",,"200-4","84.88","2024","12","24","30,000","7","1999","30200-33", , ,중개거래,대전 유성구, , ,,개인,N
열매마을7단지(현대1차),"30200","12000","1","0919","0000",은구비남로,"30200","3167057","02","0","00055","00000",,"919","77.046","2024","12","21","43,000","15","2000","30200-14", , ,중개거래,대전 유성구, , ,,개인,N
노은새미래숲2단지,"30200","12000","1","1042","0000",지족로190번길,"30200","4301485","01","0","00016","00000",,"1042","51.94","2024","12","20","26,000","14","2015","30200-661", , ,중개거래,대전 유성구, , ,,개인,N
송강그린,"30200","14700","1","0199","0000",구즉로,"30200","3167012","02","0","00025","00000",,"199","59.914","2024","12","30","18,800","8","1996","30200-30", , ,중개거래,대전 유성구, , ,,개인,N
한빛,"30200","12300","1","0099","0000",어은로,"30200","3167042","01","0","00057","00000",,"99","84.93","2024","12","30","41,500","17","1992","30200-52", , ,중개거래,대전 유성구, , ,,개인,N
유성대광로제비앙아파트,"30200","14500","1","1023","0000",와룡로,"30200","3167048","00","0","00206","00000",,"1023","84.957","2024","12","25","40,300","18","2022","30200-733", , ,중개거래,대전 유성구, , ,,개인,N
반석마을5단지(금성백조예미지),"30200","13900","1","0622","0000",반석동로,"30200","3167025","01","0","00033","00000",,"622","132.0577","2024","12","31","80,000","13","2005","30200-465", , ,중개거래,대전 유성구, , ,,개인,N
베르디움,"30200","11100","1","1021","0000",도안동로,"30200","3166054","01","0","00523","00000",,"1021","84.9317","2024","12","23","104,000","25","2014","30200-617", , ,중개거래,대전 유성구, , ,,개인,N
레자미1도시형생활주택,"30200","12200","1","0490","0004",대학로76번안길,"30200","4301141","01","0","00032","00000",,"490-4","12.2357","2024","12","21","5,500","3","2011","30200-583", , ,중개거래,대전 유성구, , ,,개인,N
쌍용스윗닷홈,"30200","14600","1","0666","0000",배울1로,"30200","3167028","03","0","00035","00000",,"666","84.97","2024","12","20","39,000","15","2006","30200-491", , ,중개거래,대전 유성구, , ,,법인,N
열매마을7단지(현대1차),"30200","12000","1","0919","0000",은구비남로,"30200","3167057","02","0","00055","00000",,"919","77.046","2024","12","13","42,000","4","2000","30200-14", , ,중개거래,대전 유성구, , ,,개인,N
유성푸르지오시티,"30200","11100","1","0536","0005",온천로,"30200","3167045","01","0","00045","00000",,"536-5","17.43","2024","12","28","7,000","17","2014","30200-633", , ,중개거래,대전 유성구, , ,,개인,N
대전아이파크시티1단지,"30200","11500","1","0571","0000",상대복용로29번길,"30200","4860038","01",,"00052","00000",,"571","104.6659","2024","12","23","97,500","6","2021","30200-726", , ,중개거래,"대전 서구, 대전 유성구", , ,,개인,N
유성대광로제비앙아파트,"30200","14500","1","1023","0000",와룡로,"30200","3167048","00","0","00206","00000",,"1023","84.9147","2024","12","9","41,000","5","2022","30200-733", , ,중개거래,대전 유성구, , ,,개인,N
"열매마을4단지(계룡,현대)","30200","12000","1","0858","0000",노은서로210번길,"30200","4301085","01","0","00032","00000",,"858","59.982","2024","12","16","29,500","13","2001","30200-11", , ,중개거래,대전 유성구, , ,,개인,N
대우푸르지오,"30200","14600","1","0665","0000",배울1로,"30200","3167028","03","0","00013","00000",,"665","84.9993","2024","12","28","35,700","3","2006","30200-489", , ,중개거래,대전 유성구, , ,,개인,N
레자미3차,"30200","11100","1","0447","0006",계룡로,"30200","3010024","01","0","00084","00000",,"447-6","14.8422","2024","12","11","5,000","15","2013","30200-605", , ,중개거래,대전 유성구,"25.01.07", ,,개인,N
유성세움펠리피아주상복합,"30200","11100","1","0466","0002",계룡로52번길,"30200","4301020","01","0","00011","00000",,"466-2","54.6547","2024","12","31","21,200","11","2014","30200-638", , ,중개거래,대전 유성구, , ,,개인,N
엑스포,"30200","14100","1","0464","0001",엑스포로,"30200","3167043","03","0","00448","00000",,"464-1","84.173","2024","12","30","37,000","12","1994","30200-21", , ,중개거래,대전 유성구, , ,,개인,N
우성햇살,"30200","11200","1","0609","0002",계룡로60번길,"30200","4301022","02","0","00086","00000",,"609-2","84.9737","2024","12","31","25,000","14","1993","30200-37", , ,중개거래,대전 유성구, , ,,개인,N
열매마을3단지(대우),"30200","12000","1","0874","0000",노은동로,"30200","3167014","02","0","00219","00000",,"874","84.9502","2024","12","27","40,500","4","2000","30200-10", , ,중개거래,대전 유성구, , ,,개인,N
유성대광로제비앙아파트,"30200","14500","1","1023","0000",와룡로,"30200","3167048","00","0","00206","00000",,"1023","84.9147","2024","12","5","40,500","13","2022","30200-733", , ,중개거래,대전 유성구,"25.01.09","110동",,개인,N
중앙하이츠빌,"30200","14600","1","0668","0000",배울2로,"30200","3167029","02","0","00024","00000",,"668","84.9548","2024","12","20","42,700","15","2006","30200-490", , ,중개거래,대전 유성구, , ,,개인,N
K-town,"30200","11100","1","0550","0009",계룡로105번길,"30200","4301009","00","0","00020","00000",,"550-9","19.4086","2024","12","30","6,400","10","2015","30200-644", , ,중개거래,대전 유성구,"25.01.06", ,,개인,N
청솔신호,"30200","14700","1","0008","0002",송강로42번길,"30200","4301224","01","0","00061","00000",,"8-2","59.2925","2024","12","30","14,700","5","1995","30200-32", , ,중개거래,대전 유성구, , ,,개인,N
